type,date,label,id,name,role,short_topic,long_topic,short_title,long_title,plan_type,lat,lon,zone,zone_detail,start,end,Dataset,date_parsed,Year,Month,MonthName,start_time,end_time,duration_hrs,Topic_Key,Industry,Meeting_Num,Dataset_Label
topic,,renaming_park_himark,renaming_park_himark,,,renaming_park_himark,Renaming a park in Himark,,,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,,Journalist (Full Record)
discussion,,renaming_park_himark_Meeting_4_Name_Ideas_Discussion,renaming_park_himark_Meeting_4_Name_Ideas_Discussion,,,,,renaming_park_himark_Meeting_4_Name_Ideas_Discussion,Gather ideas for new name for the park,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,4.0,Journalist (Full Record)
plan,,renaming_park_himark_Meeting_4_Name_Ideas,renaming_park_himark_Meeting_4_Name_Ideas,,,,,renaming_park_himark_Meeting_4_Name_Ideas,Gather ideas for new name for the park,proposal,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,4.0,Journalist (Full Record)
discussion,,renaming_park_himark_Travel_Anchor_Way_Grill_Discussion,renaming_park_himark_Travel_Anchor_Way_Grill_Discussion,,,,,renaming_park_himark_Travel_Anchor_Way_Grill_Discussion,Discuss travel plans to Anchor Way Grill,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,4.0,Journalist (Full Record)
plan,,renaming_park_himark_Travel_Anchor_Way_Grill,renaming_park_himark_Travel_Anchor_Way_Grill,,,,,renaming_park_himark_Travel_Anchor_Way_Grill,Discuss travel plans to Anchor Way Grill,Travel,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,4.0,Journalist (Full Record)
place,,Anchor Way Grill,30188848,Anchor Way Grill,,,,,,,-165.89024291493132,39.66693913163159,tourism,restaurant,,,journalist,,,,,,,,unknown,tourism,,Journalist (Full Record)
discussion,,renaming_park_himark_Travel_Sailors_Perch_Light_Discussion,renaming_park_himark_Travel_Sailors_Perch_Light_Discussion,,,,,renaming_park_himark_Travel_Sailors_Perch_Light_Discussion,Discuss travel plans to Sailor's Perch Light,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,4.0,Journalist (Full Record)
plan,,renaming_park_himark_Travel_Sailors_Perch_Light,renaming_park_himark_Travel_Sailors_Perch_Light,,,,,renaming_park_himark_Travel_Sailors_Perch_Light,Discuss travel plans to Sailor's Perch Light,Travel,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,4.0,Journalist (Full Record)
,,Sailor's Perch Light,5849775342,,,,,,,,-165.8865008520104,39.66183797473577,tourism,,,,journalist,,,,,,,,unknown,unknown,,Journalist (Full Record)
discussion,,renaming_park_himark_Travel_Himark_City_Hall_Discussion,renaming_park_himark_Travel_Himark_City_Hall_Discussion,,,,,renaming_park_himark_Travel_Himark_City_Hall_Discussion,Discuss travel plans to Himark City Hall,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,5.0,Journalist (Full Record)
plan,,renaming_park_himark_Travel_Himark_City_Hall,renaming_park_himark_Travel_Himark_City_Hall,,,,,renaming_park_himark_Travel_Himark_City_Hall,Travel to Himark City Hall,Travel,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,5.0,Journalist (Full Record)
place,,Himark City Hall,9196630064,Himark City Hall,,,,,,,-165.88410403403049,39.66355038525348,government,city hall,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
discussion,,renaming_park_himark_Meeting_5_Nominations_Discussion,renaming_park_himark_Meeting_5_Nominations_Discussion,,,,,renaming_park_himark_Meeting_5_Nominations_Discussion,Solicit community nominations for the new park name,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,5.0,Journalist (Full Record)
plan,,renaming_park_himark_Meeting_5_Nominations,renaming_park_himark_Meeting_5_Nominations,,,,,renaming_park_himark_Meeting_5_Nominations,Solicit community nominations for the new park name,proposal,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,5.0,Journalist (Full Record)
discussion,,renaming_park_himark_Travel_Himark_City_Hall_Completed_Discussion,renaming_park_himark_Travel_Himark_City_Hall_Completed_Discussion,,,,,renaming_park_himark_Travel_Himark_City_Hall_Completed_Discussion,Discuss the completed travel plans to Himark City Hall,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,8.0,Journalist (Full Record)
discussion,,renaming_park_himark_Travel_Anchor_Way_Grill_Completed_Discussion,renaming_park_himark_Travel_Anchor_Way_Grill_Completed_Discussion,,,,,renaming_park_himark_Travel_Anchor_Way_Grill_Completed_Discussion,Discuss the completed travel plans to Anchor Way Grill,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,8.0,Journalist (Full Record)
discussion,,renaming_park_himark_Travel_Sailors_Perch_Light_Completed_Discussion,renaming_park_himark_Travel_Sailors_Perch_Light_Completed_Discussion,,,,,renaming_park_himark_Travel_Sailors_Perch_Light_Completed_Discussion,Discuss the completed travel plans to Sailor's Perch Light,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,8.0,Journalist (Full Record)
discussion,,renaming_park_himark_Meeting_8_Compile_Nominations_Discussion,renaming_park_himark_Meeting_8_Compile_Nominations_Discussion,,,,,renaming_park_himark_Meeting_8_Compile_Nominations_Discussion,Compile nominations and conduct a community vote,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,8.0,Journalist (Full Record)
plan,,renaming_park_himark_Meeting_8_Compile_Nominations,renaming_park_himark_Meeting_8_Compile_Nominations,,,,,renaming_park_himark_Meeting_8_Compile_Nominations,Compile nominations and conduct a community vote,proposal,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,8.0,Journalist (Full Record)
discussion,,renaming_park_himark_Meeting_7_Announce_Name_Discussion,renaming_park_himark_Meeting_7_Announce_Name_Discussion,,,,,renaming_park_himark_Meeting_7_Announce_Name_Discussion,Announce the new park name and organize an unveiling event,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,7.0,Journalist (Full Record)
plan,,renaming_park_himark_Meeting_7_Announce_Name,renaming_park_himark_Meeting_7_Announce_Name,,,,,renaming_park_himark_Meeting_7_Announce_Name,Announce the new park name and organize an unveiling event,take action,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,7.0,Journalist (Full Record)
discussion,,renaming_park_himark_Meeting_7_Unveiling_Event_Discussion,renaming_park_himark_Meeting_7_Unveiling_Event_Discussion,,,,,renaming_park_himark_Meeting_7_Unveiling_Event_Discussion,Presentation on unveiling event,,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,7.0,Journalist (Full Record)
plan,,renaming_park_himark_Meeting_7_Unveiling_Event,renaming_park_himark_Meeting_7_Unveiling_Event,,,,,renaming_park_himark_Meeting_7_Unveiling_Event,Presentation on unveiling event,presentation,,,,,,,journalist,,,,,,,,renaming_park_himark,neutral,7.0,Journalist (Full Record)
topic,,name_harbor_area,name_harbor_area,,,name_harbor_area,Putting a name on pictureque harbor area in Port Grove,,,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,,Journalist (Full Record)
discussion,,name_harbor_area_Meeting_10_Historical_Significance_Discussion,name_harbor_area_Meeting_10_Historical_Significance_Discussion,,,,,name_harbor_area_Meeting_10_Historical_Significance_Discussion,Provide historical significance for naming the customs office,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,10.0,Journalist (Full Record)
plan,,name_harbor_area_Meeting_10_Historical_Significance,name_harbor_area_Meeting_10_Historical_Significance,,,,,name_harbor_area_Meeting_10_Historical_Significance,Provide historical significance for naming the customs office,presentation,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,10.0,Journalist (Full Record)
discussion,,name_harbor_area_Travel_The_Bait_Stich_Discussion,name_harbor_area_Travel_The_Bait_Stich_Discussion,,,,,name_harbor_area_Travel_The_Bait_Stich_Discussion,Discuss travel plans to The Bait & Stich,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,11.0,Journalist (Full Record)
plan,,name_harbor_area_Travel_The_Bait_Stich,name_harbor_area_Travel_The_Bait_Stich,,,,,name_harbor_area_Travel_The_Bait_Stich,Travel to The Bait & Stich,Travel,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,11.0,Journalist (Full Record)
discussion,,name_harbor_area_Meeting_11_Harbor_Odyssey_Tours_Discussion,name_harbor_area_Meeting_11_Harbor_Odyssey_Tours_Discussion,,,,,name_harbor_area_Meeting_11_Harbor_Odyssey_Tours_Discussion,Discuss collaboration opportunities with Harbor Odyssey Tours,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,11.0,Journalist (Full Record)
,,nan,name_harbor_area_Meeting_11_Harbor_Odyssey_Tours,,,,,,,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,,Journalist (Full Record)
,,nan,Harbor Odyssey Tours,,,,,,,,,,,,,,journalist,,,,,,,,unknown,unknown,,Journalist (Full Record)
discussion,,name_harbor_area_Meeting_11_Draft_Names_Discussion,name_harbor_area_Meeting_11_Draft_Names_Discussion,,,,,name_harbor_area_Meeting_11_Draft_Names_Discussion,Draft potential names for the customs office,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,11.0,Journalist (Full Record)
plan,,name_harbor_area_Meeting_11_Draft_Names,name_harbor_area_Meeting_11_Draft_Names,,,,,name_harbor_area_Meeting_11_Draft_Names,Draft potential names for the customs office,proposal,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,11.0,Journalist (Full Record)
plan,,name_harbor_area_Travel_Harbor_Odyssey_Tours,name_harbor_area_Travel_Harbor_Odyssey_Tours,,,,,name_harbor_area_Travel_Harbor_Odyssey_Tours,Travel to Harbor Odyssey Tours,Travel,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,11.0,Journalist (Full Record)
,,nan,10803677425,,,,,,,,,,,,,,journalist,,,,,,,,unknown,unknown,,Journalist (Full Record)
discussion,,name_harbor_area_Travel_The_Bait_Stich_Completed_Discussion,name_harbor_area_Travel_The_Bait_Stich_Completed_Discussion,,,,,name_harbor_area_Travel_The_Bait_Stich_Completed_Discussion,Discuss the completed travel plans to The Bait & Stich,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,12.0,Journalist (Full Record)
discussion,,name_harbor_area_Travel_Harbor_Odyssey_Tours_Completed_Discussion,name_harbor_area_Travel_Harbor_Odyssey_Tours_Completed_Discussion,,,,,name_harbor_area_Travel_Harbor_Odyssey_Tours_Completed_Discussion,Discuss the completed travel plans to Harbor Odyssey Tours,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,12.0,Journalist (Full Record)
discussion,,name_harbor_area_Meeting_12_Public_Opinion_Discussion,name_harbor_area_Meeting_12_Public_Opinion_Discussion,,,,,name_harbor_area_Meeting_12_Public_Opinion_Discussion,Gather public opinion on name choices and plan the dedication event,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,12.0,Journalist (Full Record)
plan,,name_harbor_area_Meeting_12_Public_Opinion,name_harbor_area_Meeting_12_Public_Opinion,,,,,name_harbor_area_Meeting_12_Public_Opinion,Gather public opinion on name choices and plan the dedication event,proposal,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,12.0,Journalist (Full Record)
discussion,,name_harbor_area_Meeting_14_Finalize_Name_Discussion,name_harbor_area_Meeting_14_Finalize_Name_Discussion,,,,,name_harbor_area_Meeting_14_Finalize_Name_Discussion,Finalize the name and plan the dedication event,,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,14.0,Journalist (Full Record)
plan,,name_harbor_area_Meeting_14_Finalize_Name,name_harbor_area_Meeting_14_Finalize_Name,,,,,name_harbor_area_Meeting_14_Finalize_Name,Finalize the name and plan the dedication event,proposal,,,,,,,journalist,,,,,,,,name_harbor_area,neutral,14.0,Journalist (Full Record)
,,nan,Sean,,,,,,,,,,,,,,journalist,,,,,,,,unknown,unknown,,Journalist (Full Record)
topic,,name_inspection_office,name_inspection_office,,,name_inspection_office,Putting a name on the inspection office in Lomark,,,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,,Journalist (Full Record)
discussion,,name_inspection_office_Meeting_8_Importance_Discussion,name_inspection_office_Meeting_8_Importance_Discussion,,,,,name_inspection_office_Meeting_8_Importance_Discussion,Discuss the importance of naming the inspection office,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,8.0,Journalist (Full Record)
plan,,name_inspection_office_Meeting_8_Importance,name_inspection_office_Meeting_8_Importance,,,,,name_inspection_office_Meeting_8_Importance,Discuss the importance of naming the inspection office,presentation,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,8.0,Journalist (Full Record)
discussion,,name_inspection_office_Meeting_8_Proposal_Discussion,name_inspection_office_Meeting_8_Proposal_Discussion,,,,,name_inspection_office_Meeting_8_Proposal_Discussion,Propose potential names based on feedback,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,8.0,Journalist (Full Record)
plan,,name_inspection_office_Meeting_8_Proposal,name_inspection_office_Meeting_8_Proposal,,,,,name_inspection_office_Meeting_8_Proposal,Propose potential names based on feedback,proposal,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,8.0,Journalist (Full Record)
discussion,,name_inspection_office_Travel_Lomark_Civic_Plaza_Discussion,name_inspection_office_Travel_Lomark_Civic_Plaza_Discussion,,,,,name_inspection_office_Travel_Lomark_Civic_Plaza_Discussion,Discuss travel plans to Lomark Civic Plaza,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,8.0,Journalist (Full Record)
plan,,name_inspection_office_Travel_Lomark_Civic_Plaza,name_inspection_office_Travel_Lomark_Civic_Plaza,,,,,name_inspection_office_Travel_Lomark_Civic_Plaza,Travel to Lomark Civic Plaza,Travel,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,8.0,Journalist (Full Record)
place,,Lomark Civic Plaza,48475647,Lomark Civic Plaza,,,,,,,-165.59719356711753,39.521992579121736,government,city hall,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
discussion,,name_inspection_office_Travel_Lomark_Civic_Plaza_Completed_Discussion,name_inspection_office_Travel_Lomark_Civic_Plaza_Completed_Discussion,,,,,name_inspection_office_Travel_Lomark_Civic_Plaza_Completed_Discussion,Discuss the completed travel plans to Lomark Civic Plaza,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,9.0,Journalist (Full Record)
discussion,,name_inspection_office_Meeting_9_Community_Vote_Discussion,name_inspection_office_Meeting_9_Community_Vote_Discussion,,,,,name_inspection_office_Meeting_9_Community_Vote_Discussion,Organize a community vote on the name,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,9.0,Journalist (Full Record)
plan,,name_inspection_office_Meeting_9_Community_Vote,name_inspection_office_Meeting_9_Community_Vote,,,,,name_inspection_office_Meeting_9_Community_Vote,Organize a community vote on the name,feedback,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,9.0,Journalist (Full Record)
discussion,,name_inspection_office_Meeting_14_Announcement_Discussion,name_inspection_office_Meeting_14_Announcement_Discussion,,,,,name_inspection_office_Meeting_14_Announcement_Discussion,Announce the chosen name and organize an official naming ceremony,,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,14.0,Journalist (Full Record)
plan,,name_inspection_office_Meeting_14_Announcement,name_inspection_office_Meeting_14_Announcement,,,,,name_inspection_office_Meeting_14_Announcement,Announce the chosen name and organize an official naming ceremony,take action,,,,,,,journalist,,,,,,,,name_inspection_office,neutral,14.0,Journalist (Full Record)
topic,,marine_life_deck,marine_life_deck,,,marine_life_deck,Establishing a Marine Life Observation Deck in Centralia,,,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,,Journalist (Full Record)
discussion,,marine_life_deck_Meeting_10_Initial_Ideas_Discussion,marine_life_deck_Meeting_10_Initial_Ideas_Discussion,,,,,marine_life_deck_Meeting_10_Initial_Ideas_Discussion,Discuss initial ideas and viability of a marine life observation deck,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,10.0,Journalist (Full Record)
plan,,marine_life_deck_Meeting_10_Initial_Ideas,marine_life_deck_Meeting_10_Initial_Ideas,,,,,marine_life_deck_Meeting_10_Initial_Ideas,Discuss initial ideas and viability of a marine life observation deck,Discussion,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,10.0,Journalist (Full Record)
discussion,,marine_life_deck_Travel_Tropics_Environmental_Hub_Discussion,marine_life_deck_Travel_Tropics_Environmental_Hub_Discussion,,,,,marine_life_deck_Travel_Tropics_Environmental_Hub_Discussion,Discuss travel plans to Tropics Environmental Hub in Centralia,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,11.0,Journalist (Full Record)
plan,,marine_life_deck_Travel_Tropics_Environmental_Hub,marine_life_deck_Travel_Tropics_Environmental_Hub,,,,,marine_life_deck_Travel_Tropics_Environmental_Hub,Travel to Tropics Environmental Hub in Centralia,Travel,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,11.0,Journalist (Full Record)
place,,Tropics Environmental Hub,581717431,Tropics Environmental Hub,,,,,,,-164.56100199599447,39.27513421446645,government,environmental,,,journalist,,,,,,,,unknown,neutral,,Journalist (Full Record)
discussion,,marine_life_deck_Meeting_11_Feedback_Discussion,marine_life_deck_Meeting_11_Feedback_Discussion,,,,,marine_life_deck_Meeting_11_Feedback_Discussion,Gather initial feedback from local businesses and community members,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,11.0,Journalist (Full Record)
plan,,marine_life_deck_Meeting_11_Feedback,marine_life_deck_Meeting_11_Feedback,,,,,marine_life_deck_Meeting_11_Feedback,Gather initial feedback from local businesses and community members,Feedback,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,11.0,Journalist (Full Record)
discussion,,marine_life_deck_Travel_Tropics_Environmental_Hub_Completed_Discussion,marine_life_deck_Travel_Tropics_Environmental_Hub_Completed_Discussion,,,,,marine_life_deck_Travel_Tropics_Environmental_Hub_Completed_Discussion,Discuss the completed travel plans to Tropics Environmental Hub in Centralia,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,12.0,Journalist (Full Record)
discussion,,marine_life_deck_Meeting_12_Environmental_Impact_Report_Discussion,marine_life_deck_Meeting_12_Environmental_Impact_Report_Discussion,,,,,marine_life_deck_Meeting_12_Environmental_Impact_Report_Discussion,Present findings from the environmental impact study,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,12.0,Journalist (Full Record)
plan,,marine_life_deck_Meeting_12_Environmental_Impact_Report,marine_life_deck_Meeting_12_Environmental_Impact_Report,,,,,marine_life_deck_Meeting_12_Environmental_Impact_Report,Present findings from the environmental impact study,Report,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,12.0,Journalist (Full Record)
discussion,,marine_life_deck_Meeting_12_Detailed_Proposal_Discussion,marine_life_deck_Meeting_12_Detailed_Proposal_Discussion,,,,,marine_life_deck_Meeting_12_Detailed_Proposal_Discussion,Formulate a detailed proposal for the observation deck based on feedback,,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,12.0,Journalist (Full Record)
plan,,marine_life_deck_Meeting_12_Detailed_Proposal,marine_life_deck_Meeting_12_Detailed_Proposal,,,,,marine_life_deck_Meeting_12_Detailed_Proposal,Formulate a detailed proposal for the observation deck based on feedback,Take Action,,,,,,,journalist,,,,,,,,marine_life_deck,tourism,12.0,Journalist (Full Record)
topic,,seafood_festival,seafood_festival,,,seafood_festival,Hosting an Annual Seafood Festival in Paackland,,,,,,,,,,journalist,,,,,,,,seafood_festival,fishing,,Journalist (Full Record)
discussion,,seafood_festival_Meeting_1_Discussion,seafood_festival_Meeting_1_Discussion,,,,,seafood_festival_Meeting_1_Discussion,Discuss the feasibility and benefits of hosting an annual seafood festival,,,,,,,,journalist,,,,,,,,seafood_festival,fishing,1.0,Journalist (Full Record)
plan,,seafood_festival_Meeting_1_Feasibility,seafood_festival_Meeting_1_Feasibility,,,,,seafood_festival_Meeting_1_Feasibility,Discuss the feasibility and benefits of hosting an annual seafood festival,Discussion,,,,,,,journalist,,,,,,,,seafood_festival,fishing,1.0,Journalist (Full Record)
discussion,,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,,,,,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Discussion,Discuss travel plans to Dock & Roll Hall of Fame in Paackland,,,,,,,,journalist,,,,,,,,seafood_festival,fishing,2.0,Journalist (Full Record)
plan,,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,,,,,seafood_festival_Travel_Dock_Roll_Hall_of_Fame,Travel to Dock & Roll Hall of Fame in Paackland,Travel,,,,,,,journalist,,,,,,,,seafood_festival,fishing,2.0,Journalist (Full Record)
place,,Dock & Roll Hall of Fame,37828755,Dock & Roll Hall of Fame,,,,,,,-164.35807949540566,39.42597256526823,tourism,restaurant,,,journalist,,,,,,,,unknown,tourism,,Journalist (Full Record)
discussion,,seafood_festival_Meeting_2_Feedback_Discussion,seafood_festival_Meeting_2_Feedback_Discussion,,,,,seafood_festival_Meeting_2_Feedback_Discussion,Gather feedback from local businesses and potential vendors,,,,,,,,journalist,,,,,,,,seafood_festival,fishing,2.0,Journalist (Full Record)
plan,,seafood_festival_Meeting_2_Feedback,seafood_festival_Meeting_2_Feedback,,,,,seafood_festival_Meeting_2_Feedback,Gather feedback from local businesses and potential vendors,Feedback,,,,,,,journalist,,,,,,,,seafood_festival,fishing,2.0,Journalist (Full Record)
discussion,,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,,,,,seafood_festival_Travel_Dock_Roll_Hall_of_Fame_Completed_Discussion,Discuss the completed travel plans to Dock & Roll Hall of Fame in Paackland,,,,,,,,journalist,,,,,,,,seafood_festival,fishing,3.0,Journalist (Full Record)
discussion,,seafood_festival_Meeting_3_Report_Discussion,seafood_festival_Meeting_3_Report_Discussion,,,,,seafood_festival_Meeting_3_Report_Discussion,"Present a detailed plan for the festival, including budget and logistics",,,,,,,,journalist,,,,,,,,seafood_festival,fishing,3.0,Journalist (Full Record)
plan,,seafood_festival_Meeting_3_Report,seafood_festival_Meeting_3_Report,,,,,seafood_festival_Meeting_3_Report,"Present a detailed plan for the festival, including budget and logistics",Report,,,,,,,journalist,,,,,,,,seafood_festival,fishing,3.0,Journalist (Full Record)
discussion,,seafood_festival_Meeting_3_Take_Action_Discussion,seafood_festival_Meeting_3_Take_Action_Discussion,,,,,seafood_festival_Meeting_3_Take_Action_Discussion,Coordinate with local authorities to secure necessary permits and finalize plans,,,,,,,,journalist,,,,,,,,seafood_festival,fishing,3.0,Journalist (Full Record)
plan,,seafood_festival_Meeting_3_Take_Action,seafood_festival_Meeting_3_Take_Action,,,,,seafood_festival_Meeting_3_Take_Action,Coordinate with local authorities to secure necessary permits and finalize plans,Take Action,,,,,,,journalist,,,,,,,,seafood_festival,fishing,3.0,Journalist (Full Record)
topic,,heritage_walking_tour,heritage_walking_tour,,,heritage_walking_tour,Developing a Heritage Walking Tour in Haacklee,,,,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,,Journalist (Full Record)
discussion,,heritage_walking_tour_Meeting_7_Discussion,heritage_walking_tour_Meeting_7_Discussion,,,,,heritage_walking_tour_Meeting_7_Discussion,Discuss and outline the proposed heritage walking tour route and main landmarks,,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,7.0,Journalist (Full Record)
plan,,heritage_walking_tour_Meeting_7_Outline,heritage_walking_tour_Meeting_7_Outline,,,,,heritage_walking_tour_Meeting_7_Outline,Discuss and outline the proposed heritage walking tour route and main landmarks,Discussion,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,7.0,Journalist (Full Record)
discussion,,heritage_walking_tour_Travel_Captain_Market_Discussion,heritage_walking_tour_Travel_Captain_Market_Discussion,,,,,heritage_walking_tour_Travel_Captain_Market_Discussion,Discuss travel plans to Captain's Market,,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,8.0,Journalist (Full Record)
plan,,heritage_walking_tour_Travel_Captain_Market,heritage_walking_tour_Travel_Captain_Market,,,,,heritage_walking_tour_Travel_Captain_Market,Travel to Captain's Market,Travel,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,8.0,Journalist (Full Record)
,,Captain's Market,35844638,,,,,,,,-165.69677153674675,39.004580452589074,tourism,,,,journalist,,,,,,,,unknown,unknown,,Journalist (Full Record)
discussion,,heritage_walking_tour_Meeting_8_Proposal_Discussion,heritage_walking_tour_Meeting_8_Proposal_Discussion,,,,,heritage_walking_tour_Meeting_8_Proposal_Discussion,Gather community feedback on the proposed route and sites of interest,,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,8.0,Journalist (Full Record)
plan,,heritage_walking_tour_Meeting_8_Proposal,heritage_walking_tour_Meeting_8_Proposal,,,,,heritage_walking_tour_Meeting_8_Proposal,Gather community feedback on the proposed route and sites of interest,proposal,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,8.0,Journalist (Full Record)
discussion,,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,,,,,heritage_walking_tour_Travel_Captain_Market_Completed_Discussion,Discuss the completed travel plans to Captain's Market,,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,9.0,Journalist (Full Record)
discussion,,heritage_walking_tour_Meeting_9_Report_Discussion,heritage_walking_tour_Meeting_9_Report_Discussion,,,,,heritage_walking_tour_Meeting_9_Report_Discussion,"Present detailed plans, including route maps and tour scripts",,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,9.0,Journalist (Full Record)
plan,,heritage_walking_tour_Meeting_9_Report,heritage_walking_tour_Meeting_9_Report,,,,,heritage_walking_tour_Meeting_9_Report,"Present detailed plans, including route maps and tour scripts",Report,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,9.0,Journalist (Full Record)
discussion,,heritage_walking_tour_Meeting_9_Take_Action_Discussion,heritage_walking_tour_Meeting_9_Take_Action_Discussion,,,,,heritage_walking_tour_Meeting_9_Take_Action_Discussion,Coordinate with local businesses and finalize the logistics for the walking tour,,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,9.0,Journalist (Full Record)
plan,,heritage_walking_tour_Meeting_9_Take_Action,heritage_walking_tour_Meeting_9_Take_Action,,,,,heritage_walking_tour_Meeting_9_Take_Action,Coordinate with local businesses and finalize the logistics for the walking tour,Take Action,,,,,,,journalist,,,,,,,,heritage_walking_tour,tourism,9.0,Journalist (Full Record)
topic,,waterfront_market,waterfront_market,,,waterfront_market,Establishing a Waterfront Market in Haacklee,,,,,,,,,,journalist,,,,,,,,waterfront_market,tourism,,Journalist (Full Record)
discussion,,waterfront_market_Meeting_7_Discussion,waterfront_market_Meeting_7_Discussion,,,,,waterfront_market_Meeting_7_Discussion,Discuss the benefits and feasibility of establishing a waterfront market,,,,,,,,journalist,,,,,,,,waterfront_market,tourism,7.0,Journalist (Full Record)
plan,,waterfront_market_Meeting_7_Benefits_Feasibility,waterfront_market_Meeting_7_Benefits_Feasibility,,,,,waterfront_market_Meeting_7_Benefits_Feasibility,Discuss the benefits and feasibility of establishing a waterfront market,Discussion,,,,,,,journalist,,,,,,,,waterfront_market,tourism,7.0,Journalist (Full Record)
discussion,,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,,,,,waterfront_market_Travel_Harbor_Edge_Grill_Discussion,Discuss travel plans to Harbor's Edge Grill in Paackland,,,,,,,,journalist,,,,,,,,waterfront_market,tourism,7.0,Journalist (Full Record)
plan,,waterfront_market_Travel_Harbor_Edge_Grill,waterfront_market_Travel_Harbor_Edge_Grill,,,,,waterfront_market_Travel_Harbor_Edge_Grill,Travel to Harbor's Edge Grill in Paackland,Travel,,,,,,,journalist,,,,,,,,waterfront_market,tourism,7.0,Journalist (Full Record)
