type,date,label,id,name,role,short_topic,long_topic,short_title,long_title,plan_type,lat,lon,zone,zone_detail,start,end
trip,0040-05-01,NA,trip_256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-20,NA,trip_257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-08,NA,trip_270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,0040-06-12,NA,trip_277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-28,NA,trip_282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:39:00,07:11:00
trip,2040-05-22,NA,trip_290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-08-02,NA,trip_291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-07-25,NA,trip_303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,582256026,NA,NA,NA,NA,NA,NA,NA,-164.54490102330814,39.31982679862941,commercial,NA,NA,NA
trip,2040-07-22,NA,trip_309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-22,NA,trip_311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-06-03,NA,trip_323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
trip,2040-04-24,NA,trip_335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:00:00,21:00:00
place,NA,NA,581874286,NA,NA,NA,NA,NA,NA,NA,-164.5802398942776,39.26483078791759,commercial,NA,NA,NA
place,NA,NA,37830690,NA,NA,NA,NA,NA,NA,NA,-164.384824809446,39.42718772248599,commercial,NA,NA,NA
trip,2040-06-16,NA,trip_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:29:00,12:36:00
trip,2040-07-17,NA,trip_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:50:00,14:42:00
trip,2040-07-07,NA,trip_27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:49:00,14:49:00
trip,2040-06-15,NA,trip_40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:10:00,07:10:00
trip,0040-04-10,NA,trip_41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:30:00,10:25:00
trip,2040-04-04,NA,trip_43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:37:00,09:42:00
trip,2040-06-05,NA,trip_57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:18:00,11:19:00
trip,2040-06-23,NA,trip_61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:48:00,11:52:00
trip,2040-05-13,NA,trip_70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
place,NA,NA,2519421134,NA,NA,NA,NA,NA,NA,NA,-165.95415341508547,39.09305249360618,commercial,NA,NA,NA
trip,0040-05-15,NA,trip_77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:37:00,10:17:00
trip,2040-05-22,NA,trip_78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
place,NA,NA,30196032,NA,NA,NA,NA,NA,NA,NA,-165.8844400898808,39.6617441194465,commercial,NA,NA,NA
place,NA,NA,48531042,NA,NA,NA,NA,NA,NA,NA,-164.5557559462198,39.08690084291576,commercial,NA,NA,NA
trip,2040-06-22,NA,trip_83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:38:00,08:52:00
trip,2040-04-26,NA,trip_99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:10:00,09:40:00
place,NA,NA,416797704,NA,NA,NA,NA,NA,NA,NA,-165.69082493674676,39.00455045258907,commercial,NA,NA,NA
trip,2040-05-16,NA,trip_119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,14:00:00
trip,2040-07-21,NA,trip_120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00:00,19:00:00
trip,0040-04-24,NA,trip_132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:59:00,09:19:00
place,NA,NA,30194356,NA,NA,NA,NA,NA,NA,NA,-165.88340437738646,39.654303626108764,commercial,NA,NA,NA
trip,2040-05-05,NA,trip_134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
trip,2040-06-20,NA,trip_135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:48:00,09:32:00
place,NA,NA,37849292,NA,NA,NA,NA,NA,NA,NA,-164.33606725277482,39.417646687893374,commercial,NA,NA,NA
trip,2040-07-09,NA,trip_136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:12:00,12:04:00
trip,2040-07-24,NA,trip_143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:53:00,15:04:00
trip,0040-05-06,NA,trip_149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
trip,0040-06-12,NA,trip_158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:56:00,15:18:00
trip,2040-06-01,NA,trip_179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:22:00,06:22:00
place,NA,NA,6005475078,Sailor's Bistro,NA,NA,NA,NA,NA,NA,-164.55447862732095,39.08172551394063,commercial,restaurant,NA,NA
trip,2040-06-11,NA,trip_183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,14:00:00
trip,2040-05-17,NA,trip_192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:38:00,10:44:00
trip,2040-04-03,NA,trip_196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,14:00:00
trip,0040-07-03,NA,trip_200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:50:00,12:13:00
trip,2040-07-01,NA,trip_211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:45:00,09:45:00
trip,2040-04-19,NA,trip_217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:16:00,09:16:00
place,NA,NA,48524699,NA,NA,NA,NA,NA,NA,NA,-164.5579795343852,39.08585385890894,commercial,NA,NA,NA
trip,2040-06-12,NA,trip_248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
place,NA,NA,48590938,NA,NA,NA,NA,NA,NA,NA,-165.6132829440773,39.5409827974782,commercial,NA,NA,NA
trip,2040-05-21,NA,trip_249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
place,NA,NA,36952113,NA,NA,NA,NA,NA,NA,NA,-165.95780617288898,39.09599365570965,commercial,NA,NA,NA
trip,2040-06-07,NA,trip_250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
trip,0040-05-22,NA,trip_258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:19:00,12:42:00
trip,2040-07-04,NA,trip_259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:41:00,12:13:00
trip,0040-04-03,NA,trip_263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:18:00,12:12:00
trip,2040-04-12,NA,trip_264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:46:00,09:28:00
trip,2040-05-07,NA,trip_266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:57:00,12:57:00
trip,0040-04-17,NA,trip_268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:14:00,10:07:00
trip,0040-05-01,NA,trip_271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:40:00,11:24:00
trip,2040-05-06,NA,trip_275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:42:00,14:52:00
place,NA,NA,582382221,NA,NA,NA,NA,NA,NA,NA,-164.57842655752808,39.26780658183567,commercial,NA,NA,NA
trip,2040-06-27,NA,trip_276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00:00,19:00:00
trip,2040-08-01,NA,trip_283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:52:00,11:54:00
place,NA,NA,37858030,NA,NA,NA,NA,NA,NA,NA,-164.38811752620364,39.42828336976685,commercial,NA,NA,NA
place,NA,NA,37862867,NA,NA,NA,NA,NA,NA,NA,-164.33919187554704,39.41264188249742,commercial,NA,NA,NA
trip,2040-04-02,NA,trip_296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:45:00,12:05:00
trip,2040-07-23,NA,trip_302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:07:00,13:31:00
place,NA,NA,48567071,NA,NA,NA,NA,NA,NA,NA,-164.5567391887199,39.08157567999374,commercial,NA,NA,NA
trip,0040-07-10,NA,trip_306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:09:00,09:10:00
trip,2040-04-08,NA,trip_308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09:32:00,17:22:00
place,NA,NA,581622419,NA,NA,NA,NA,NA,NA,NA,-164.52604109211052,39.32737587772698,commercial,NA,NA,NA
trip,2040-06-25,NA,trip_314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:53:00,10:51:00
trip,0040-07-17,NA,trip_319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:08:00,12:53:00
trip,2040-04-27,NA,trip_320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14:00:00,19:00:00
place,NA,NA,5865952509,NA,NA,NA,NA,NA,NA,NA,-165.88441032865,39.66352526741037,commercial,NA,NA,NA
trip,0040-06-05,NA,trip_328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:22:00,11:07:00
trip,0040-06-19,NA,trip_334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:05:00,11:23:00
trip,0040-06-26,NA,trip_337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:40:00,12:58:00
place,NA,NA,48572314,NA,NA,NA,NA,NA,NA,NA,-165.61740966292393,39.540568884189106,commercial,NA,NA,NA
trip,2040-07-12,NA,trip_341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00:00,19:00:00
